"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo"
"CS","MKN-10_U2",5121,"I71","Výduť aorty [aneurysma aortae] a disekce","Výduť aorty [aneurysma aortae] a disekce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I72","Jiné výdutě (aneuryzmata) a disekce","Jiné výdutě (aneuryzmata) a disekce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I73","Jiné nemoci periferních cév","Jiné nemoci periferních cév","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I74","Tepenný vmetek (arteriální embolie) a trombóza","Tepenný vmetek (arteriální embolie) a trombóza","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I77","Jiná onemocnění tepen a tepének","Jiná onemocnění tepen a tepének","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I78","Nemoci vlásečnic","Nemoci vlásečnic","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I79","Onemocnění tepen, tepének a vlásečnic při nemocech ZJ","Onemocnění tepen, tepének a vlásečnic při nemocech ZJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I80","Zánět žil – flebitida a tromboflebitida","Zánět žil – flebitida a tromboflebitida","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I81","Trombóza portální žíly","Trombóza portální žíly","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I82","Jiná žilní embolie a trombóza","Jiná žilní embolie a trombóza","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I83","Žilní městky [varices] dolních končetin","Žilní městky [varices] dolních končetin","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I85","Městky jícnu – ezofageální varixy","Městky jícnu – ezofageální varixy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I86","Žilní městky [varices] jiných lokalizací","Žilní městky [varices] jiných lokalizací","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I87","Jiná onemocnění žil","Jiná onemocnění žil","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I88","Nespecifická lymfadenitida","Nespecifická lymfadenitida","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I89","Jiná neinfekční onemocnění mízních cév a mízních uzlin","Jiná neinfekční onemocnění mízních cév a mízních uzlin","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I95","Hypotenze","Hypotenze","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I97","Stavy oběhové soustavy po výkonech NJ","Stavy oběhové soustavy po výkonech NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I98","Jiná onemocnění oběhové soustavy při nemocech ZJ","Jiná onemocnění oběhové soustavy při nemocech ZJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"I99","Jiná a neurčená onemocnění oběhové soustavy","Jiná a neurčená onemocnění oběhové soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J00","Akutní zánět nosohltanu [nasopharyngitis acuta] (prosté nach","Akutní zánět nosohltanu [nasopharyngitis acuta] (prosté nachlazení)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J01","Akutní zánět vedlejších nosních dutin [sinusitis acuta]","Akutní zánět vedlejších nosních dutin [sinusitis acuta]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J02","Akutní zánět hltanu [pharyngitis acuta]","Akutní zánět hltanu [pharyngitis acuta]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J03","Akutní zánět mandlí – akutní tonzilitida [tonsillitis acuta]","Akutní zánět mandlí – akutní tonzilitida [tonsillitis acuta]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J04","Akutní zánět hrtanu a průdušnice [laryngitis et tracheitis a","Akutní zánět hrtanu a průdušnice [laryngitis et tracheitis acuta]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J05","Akutní obstrukční zánět hrtanu (krup) a hrtanové příklopky","Akutní obstrukční zánět hrtanu (krup) a hrtanové příklopky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J06","Akutní infekce horních dýchacích cest na více místech a neur","Akutní infekce horních dýchacích cest na více místech a neurčených lokalizací","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J09","Chřipka způsobená identifik. zoonózami nebo pandemickým chři","Chřipka způsobená identifik. zoonózami nebo pandemickým chřipkovým virem","2009-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J10","Chřipka způsobená identifikovaným sezónním chřipkovým virem","Chřipka způsobená identifikovaným sezónním chřipkovým virem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J11","Chřipka, virus neidentifikován","Chřipka, virus neidentifikován","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J12","Virový zánět plic (pneumonie) NJ","Virový zánět plic (pneumonie) NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J13","Zánět plic, původce: Streptococcus pneumoniae","Zánět plic, původce: Streptococcus pneumoniae","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J14","Zánět plic, původce: Haemophilus influenzae","Zánět plic, původce: Haemophilus influenzae","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J15","Bakteriální zánět plic (pneumonie) NJ","Bakteriální zánět plic (pneumonie) NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J16","Zánět plic (pneumonie) způsobený jinými infekčními organismy","Zánět plic (pneumonie) způsobený jinými infekčními organismy NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J17","Zánět plic (pneumonie) při nemocech ZJ","Zánět plic (pneumonie) při nemocech ZJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J18","Pneumonie, původce NS","Pneumonie, původce NS","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J20","Akutní zánět průdušek [bronchitis acuta]","Akutní zánět průdušek [bronchitis acuta]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J21","Akutní zánět průdušinek [bronchiolitis acuta]","Akutní zánět průdušinek [bronchiolitis acuta]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J22","Neurčené akutní infekce dolní části dýchacího ústrojí","Neurčené akutní infekce dolní části dýchacího ústrojí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J30","Vazomotorická a alergická rýma [rhinitis]","Vazomotorická a alergická rýma [rhinitis]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J31","Chronická rýma, chronický zánět nosohltanu a hltanu","Chronická rýma, chronický zánět nosohltanu a hltanu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J32","Chronický zánět vedlejších nosních dutin [sinusitis chronica","Chronický zánět vedlejších nosních dutin [sinusitis chronica]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J33","Nosní polypy","Nosní polypy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J34","Jiné nemoci nosu a vedlejších nosních dutin","Jiné nemoci nosu a vedlejších nosních dutin","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J35","Chronické nemoci mandlí a adenoidní tkáně","Chronické nemoci mandlí a adenoidní tkáně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J36","Peritonzilární absces [abscessus peritonsillaris]","Peritonzilární absces [abscessus peritonsillaris]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J37","Chronický zánět hrtanu a hrtanu i průdušnice","Chronický zánět hrtanu a hrtanu i průdušnice","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J38","Nemoci hlasivek a hrtanu NJ","Nemoci hlasivek a hrtanu NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J39","Jiné nemoci horních dýchacích cest","Jiné nemoci horních dýchacích cest","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J40","Zánět průdušek (bronchitida) neurčený jako akutní nebo chron","Zánět průdušek (bronchitida) neurčený jako akutní nebo chronický","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J41","Prostá a mukopurulentní chronická bronchitida","Prostá a mukopurulentní chronická bronchitida","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J42","Neurčená chronická bronchitida","Neurčená chronická bronchitida","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J43","Rozedma plic [emphysema pulmonum]","Rozedma plic [emphysema pulmonum]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J44","Jiná chronická obstrukční plicní nemoc","Jiná chronická obstrukční plicní nemoc","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J45","Astma","Astma","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J46","Astmatický stav [status asthmaticus]","Astmatický stav [status asthmaticus]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J47","Rozšíření průdušek (bronchiektázie)","Rozšíření průdušek (bronchiektázie)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J60","Pneumokonióza uhlokopů","Pneumokonióza uhlokopů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J61","Pneumokonióza způsobená azbestem a jinými minerálními vlákny","Pneumokonióza způsobená azbestem a jinými minerálními vlákny","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J62","Pneumokonióza způsobená prachem obsahujícím křemík","Pneumokonióza způsobená prachem obsahujícím křemík","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J63","Pneumokonióza způsobená jinými anorganickými prachy","Pneumokonióza způsobená jinými anorganickými prachy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J64","Neurčená pneumokonióza","Neurčená pneumokonióza","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J65","Pneumokonióza spojená s tuberkulózou","Pneumokonióza spojená s tuberkulózou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J66","Onemocnění dýchacích cest způsobené urč. organickými prachy","Onemocnění dýchacích cest způsobené urč. organickými prachy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J67","Hypersenzitivní pneumonitida způsobená organickými prachy","Hypersenzitivní pneumonitida způsobená organickými prachy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J68","Stavy dýchací soustavy způsobené inhalací chemikálií, plynů,","Stavy dýchací soustavy způsobené inhalací chemikálií, plynů, dýmů a par","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J69","Pneumonie způsobená pevnými a tekutými látkami","Pneumonie způsobená pevnými a tekutými látkami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J70","Stavy dýchací soustavy způsobené jinými zevními činiteli","Stavy dýchací soustavy způsobené jinými zevními činiteli","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J80","Syndrom dechové tísně dospělých","Syndrom dechové tísně dospělých","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J81","Plicní edém","Plicní edém","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J82","Plicní eozinofilie NJ","Plicní eozinofilie NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J84","Jiné intersticiální plicní nemoci","Jiné intersticiální plicní nemoci","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J85","Absces plic a mezihrudí (mediastina)","Absces plic a mezihrudí (mediastina)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J86","Pyotorax","Pyotorax","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J90","Pohrudniční výpotek NJ","Pohrudniční výpotek NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J91","Pohrudniční výpotek při stavech ZJ","Pohrudniční výpotek při stavech ZJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J92","Pohrudniční povlaky (pláty)","Pohrudniční povlaky (pláty)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J93","Pneumotorax","Pneumotorax","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J94","Jiné pohrudniční stavy","Jiné pohrudniční stavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J95","Stavy dýchací soustavy po výkonech NJ","Stavy dýchací soustavy po výkonech NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J96","Respirační selhání NJ","Respirační selhání NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J98","Jiné poruchy dýchací soustavy","Jiné poruchy dýchací soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"J99","Onemocnění dýchací soustavy při nemocech ZJ","Onemocnění dýchací soustavy při nemocech ZJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K00","Poruchy vývoje a erupce zubů","Poruchy vývoje a erupce zubů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K01","Zaklíněné a zadržené zuby","Zaklíněné a zadržené zuby","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K02","Zubní kaz [caries dentis]","Zubní kaz [caries dentis]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K03","Jiné nemoci tvrdých zubních tkání","Jiné nemoci tvrdých zubních tkání","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K04","Nemoci zubní dřeně a periapikálních tkání","Nemoci zubní dřeně a periapikálních tkání","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K05","Zánět dásně (gingivitida) a periodontální nemoci","Zánět dásně (gingivitida) a periodontální nemoci","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K06","Jiná onemocnění dásně a bezzubého alveolárního hřebene","Jiná onemocnění dásně a bezzubého alveolárního hřebene","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K07","Dentofaciální anomálie (včetně vad skusu)","Dentofaciální anomálie (včetně vad skusu)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K08","Jiná onemocnění zubů a podpůrných tkání","Jiná onemocnění zubů a podpůrných tkání","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K09","Cysty krajiny ústní NJ","Cysty krajiny ústní NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K10","Jiné nemoci čelistí","Jiné nemoci čelistí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K11","Nemoci slinných žláz","Nemoci slinných žláz","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K12","Zánět ústní sliznice [stomatitis] a příbuzná onemocnění","Zánět ústní sliznice [stomatitis] a příbuzná onemocnění","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K13","Jiné nemoci rtů a sliznice ústní","Jiné nemoci rtů a sliznice ústní","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K14","Nemoci jazyka","Nemoci jazyka","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K20","Zánět jícnu (ezofagitida)","Zánět jícnu (ezofagitida)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K21","Gastroezofageální refluxní onemocnění","Gastroezofageální refluxní onemocnění","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K22","Jiné nemoci jícnu","Jiné nemoci jícnu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K23","Onemocnění jícnu při nemocech ZJ","Onemocnění jícnu při nemocech ZJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K25","Žaludeční vřed [ulcus ventriculi]","Žaludeční vřed [ulcus ventriculi]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K26","Dvanáctníkový vřed [ulcus duodeni]","Dvanáctníkový vřed [ulcus duodeni]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K27","Peptický vřed neurčené lokalizace","Peptický vřed neurčené lokalizace","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K28","Gastrojejunální vřed","Gastrojejunální vřed","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K29","Zánět žaludku [gastritis] a dvanáctníku [duodenitis]","Zánět žaludku [gastritis] a dvanáctníku [duodenitis]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K30","Funkční dyspepsie","Funkční dyspepsie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K31","Jiné nemoci žaludku a dvanáctníku","Jiné nemoci žaludku a dvanáctníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K35","Akutní zánět červovitého přívěsku (akutní apendicitida)","Akutní zánět červovitého přívěsku (akutní apendicitida)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K36","Jiná apendicitida","Jiná apendicitida","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K37","Neurčená apendicitida","Neurčená apendicitida","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K38","Jiné nemoci apendixu","Jiné nemoci apendixu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K40","Tříselná kýla [hernia inguinalis]","Tříselná kýla [hernia inguinalis]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K41","Stehenní kýla [hernia femoralis]","Stehenní kýla [hernia femoralis]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K42","Pupeční kýla [hernia umbilicalis]","Pupeční kýla [hernia umbilicalis]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K43","Břišní kýla [hernia ventralis]","Břišní kýla [hernia ventralis]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K44","Brániční kýla [hernia diaphragmatica]","Brániční kýla [hernia diaphragmatica]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K45","Jiné břišní kýly","Jiné břišní kýly","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K46","Neurčená břišní kýla","Neurčená břišní kýla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K50","Crohnova nemoc (regionální enteritida)","Crohnova nemoc (regionální enteritida)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K51","Vředový zánět tračníku [colitis ulcerosa] – idiopatická prok","Vředový zánět tračníku [colitis ulcerosa] – idiopatická proktokolitida","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K52","Jiná neinfekční gastroenteritida a kolitida","Jiná neinfekční gastroenteritida a kolitida","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K55","Vaskulární onemocnění střeva","Vaskulární onemocnění střeva","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K56","Paralytický ileus a střevní neprůchodnost bez kýly","Paralytický ileus a střevní neprůchodnost bez kýly","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K57","Divertikulární nemoc střeva","Divertikulární nemoc střeva","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K58","Syndrom dráždivého tračníku","Syndrom dráždivého tračníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K59","Jiné funkční střevní poruchy","Jiné funkční střevní poruchy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K60","Trhlina a píštěl řitní a konečníkové krajiny","Trhlina a píštěl řitní a konečníkové krajiny","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K61","Absces řitní a konečníkové krajiny","Absces řitní a konečníkové krajiny","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"K62","Jiné nemoci řiti a konečníku","Jiné nemoci řiti a konečníku","1994-01-01","9999-09-09"
